"pid","test","drawing","input","stdev_speed","max_speed","entropy_speed","drawingtime","stdev_pressure","max_pressure","entropy_pressure","entropy_x","entropy_y","stdev_dx","max_dx","entropy_dx","stdev_dy","max_dy","entropy_dy","fulltestname","time","log_time","ftest"
11,0,"loops","pen",0.652525487701947,3.4,2.29310755933608,3.17,0.249895542390701,1.60416666666667,3.30251775966851,6.97948417445047,6.44381537659942,9.67471334251981,23.5,4.97421037221395,14.1274084906122,24,5.41188809760223,"PretestAvg",13.755,2.6915820083949,"0"
11,0,"loops","touch",0.560180909118094,1.25,2.04645613281213,3.222,0,0,0,6.97710542662355,6.48137060354459,9.23514088259255,21,4.91551836208891,14.8589242163078,27.5,5.25707375402029,"PretestAvg",13.755,2.6915820083949,"0"
11,0,"spiral","pen",0.874385922565343,3.375,2.78297798408187,4.501,0.390579010397742,2.19012985229492,3.88305139613215,7.17752621764369,7.04233553775675,13.4471037231125,33,5.4286159144368,13.2248434047048,30.5,5.48936994256642,"PretestAvg",13.755,2.6915820083949,"0"
11,0,"spiral","touch",1.02823740164122,2.34375,3.00572042118428,4.513,0,0,0,7.2350566502394,7.28886601264194,17.0808672627897,37.5,5.89950118062278,17.066894461343,29,5.78883085311888,"PretestAvg",13.755,2.6915820083949,"0"
11,1,"loops","pen",0.515149355203031,2.2,2.05732725520595,3.714,0.195690437730097,1.16312967936198,2.82993550123479,7.06185327076793,6.20530600040142,7.56798460256166,20.5,4.72015869704396,9.43172685474399,15,4.85493574208664,"1PostTestAvg",12.265,2.5851289875897,"1"
11,1,"loops","touch",0.425842150438761,1.11111111111111,1.83769321581322,4.064,0,0,0,7.0696270254794,6.3687498128636,6.9501438490673,16.5,4.62088104862779,9.98812863043256,14.5,4.74779391783525,"1PostTestAvg",12.265,2.5851289875897,"1"
11,1,"spiral","pen",0.818252846983313,4.2,2.74105984818706,4.988,0.406845572287669,2.36656977335612,3.95885938905265,7.29141833146498,7.11865331898144,12.1354873544426,32.5,5.43217857573159,11.4888630017423,26.5,5.3708590855508,"1PostTestAvg",12.265,2.5851289875897,"1"
11,1,"spiral","touch",0.676897324773125,1.4375,2.41332217098179,5.396,0,0,0,7.08041995995834,7.13838498128422,11.2416824687698,24,5.35172075997097,10.5289198130858,21.5,5.23279295222882,"1PostTestAvg",12.265,2.5851289875897,"1"
11,2,"loops","pen",0.469087069241482,1.4375,2.01477905104219,3.462,0.247673708177458,1.76089464823405,3.20814446269726,7.07785659829846,6.40395083678611,7.06242959510013,16.5,4.63282081084617,10.407578586422,18,5.0906555844112,"2PostTestAvg",14.23,2.72326716690707,"2"
11,2,"loops","touch",0.411882519961428,2,1.79083699823064,3.698,0,0,0,6.87983430423235,6.50693272588949,6.5382244105954,16,4.43536144721611,11.878222446214,24,4.99309964347531,"2PostTestAvg",14.23,2.72326716690707,"2"
11,2,"spiral","pen",0.91798200983279,4.8,2.81134020445761,5.427,0.599334099986958,3.15236663818359,4.54571227657938,7.376436082127,7.42898079127777,13.3994747895243,27,5.60156907262781,13.3674225102173,33.5,5.57455423201496,"2PostTestAvg",14.23,2.72326716690707,"2"
11,2,"spiral","touch",0.636413879890328,1.21875,2.29888589720877,6.087,0,0,0,7.34437733666863,7.30362608008616,10.5648657709058,19.5,5.18581835724192,10.5860968692772,19.5,5.20568767085095,"2PostTestAvg",14.23,2.72326716690707,"2"
11,3,"loops","pen",0.528658331546429,2.6875,2.03874634177127,3.327,0.28764959401416,1.92476552327474,3.34526093069319,6.9914739097001,6.48886661462942,7.76332903248876,21.5,4.69221067146118,13.2823672518384,24,5.3048743231343,"3PostTestAvg",15.815,2.82227134519223,"3"
11,3,"loops","touch",0.468893263905096,1.6875,1.83829927449397,3.29,0,0,0,6.95414453246262,6.34822730942159,7.54104633512055,16,4.52446022199514,13.6388129959346,21,5.11824355765396,"3PostTestAvg",15.815,2.82227134519223,"3"
11,3,"spiral","pen",0.882859780215976,3.375,2.78296364114004,15.616,0.68151580377848,3.27643661499023,4.49302785207407,7.18948109372259,7.20912349897932,13.3638487505101,36,5.45051712244454,12.893175892748,33,5.50147871213189,"3PostTestAvg",15.815,2.82227134519223,"3"
11,3,"spiral","touch",0.85440674505778,2,2.77369531117743,4.239,0,0,0,7.01000316236889,7.03679025977096,14.1739175503983,34,5.61796498799941,13.624719905153,23.5,5.47199662676864,"3PostTestAvg",15.815,2.82227134519223,"3"
11,4,"loops","pen",0.545390754208878,2.5,2.08090432494791,3.047,0.318443403408607,2.40215301513672,3.43887711366838,6.90271247390119,6.32171818495327,8.02062009142677,19.5,4.71341652162774,13.5773251174265,25.5,5.44426479409015,"4PostTestAvg",16.455,2.859626140557,"4"
11,4,"loops","touch",0.519145609138571,2.16666666666667,1.90966877811156,3.223,0,0,0,6.87705529839624,6.40497779866131,8.24345638007141,19.5,4.64720195154157,14.167630077176,21,5.28759494657743,"4PostTestAvg",16.455,2.859626140557,"4"
11,4,"spiral","pen",1.05347043097028,4.375,3.07921252400291,3.911,0.588328018628301,3.34878692626953,4.40837305662116,7.05938462239711,7.01018501758809,15.4829252349991,35,5.72073028151807,15.2903310630843,31,5.69705182763823,"4PostTestAvg",16.455,2.859626140557,"4"
11,4,"spiral","touch",0.894036308958368,1.875,2.79981338162696,4.438,0,0,0,7.11683277645749,7.17098631191571,14.810875670398,30,5.5727434941138,15.0331536829096,29.5,5.67796509296791,"4PostTestAvg",16.455,2.859626140557,"4"
12,0,"loops","pen",0.480779266898713,4.7,1.69521851249002,4.972,0.0664759960238166,0.450854110717773,1.34484923697329,7.05572736836609,6.1589938757173,5.95593882990004,23.5,4.40415652834637,8.28015663957534,18,4.83116073975173,"PretestAvg",15.37,2.79545039138304,"0"
12,0,"loops","touch",0.225903023005244,1.5,1.16758383634277,6.854,0,0,0,7.17881835615334,6.86966860863314,3.62600162997594,13.5,3.75248156470999,7.44627986664917,14.5,4.67653802510351,"PretestAvg",15.37,2.79545039138304,"0"
12,0,"spiral","pen",0.616103229880675,2.83333333333333,2.27867329761084,4.28,0.186025408658814,0.964194869995117,2.74399374453686,6.85702909973922,6.93880265715784,9.07887487321358,18.5,5.0581985481984,9.20094131365487,23,5.05900047064474,"PretestAvg",15.37,2.79545039138304,"0"
12,0,"spiral","touch",0.35044123527921,2.3125,1.68517393795028,9.11,0,0,0,7.27983444453239,7.34986641790262,5.60992853607209,18.5,4.37711086739582,5.66430112495105,15,4.3801761863346,"PretestAvg",15.37,2.79545039138304,"0"
12,1,"loops","pen",0.44741843913729,2.875,1.78955098823401,2.858,0.0635474574700836,0.444659296671549,1.56120346661407,6.66804404752852,5.89265857709048,5.75468118313087,14,4.3733102493022,8.79140481955522,17.5,4.82761434264759,"1PostTestAvg",15.9,2.82731362192903,"1"
12,1,"loops","touch",0.35939158056773,1.94444444444444,1.42402383887445,3.64,0,0,0,6.77647488417482,6.31553322248592,5.72770598195221,17.5,4.16585767301962,9.16046131336411,14.5,4.65678939853704,"1PostTestAvg",15.9,2.82731362192903,"1"
12,1,"spiral","pen",0.87794000300861,4.125,2.66790202271037,4.194,0.109175013286522,0.695609283447266,2.09710066351872,7.00160947250413,6.85106874059844,11.5394834175058,25.5,5.37750648427125,11.2019829028562,34,5.30958388039932,"1PostTestAvg",15.9,2.82731362192903,"1"
12,1,"spiral","touch",0.623466296602075,1.15625,2.2503995268727,5.246,0,0,0,7.19151427615576,7.29152420534292,10.3124959236771,19.5,5.08538353899813,11.1998925147152,22,5.3137013683691,"1PostTestAvg",15.9,2.82731362192903,"1"
12,2,"loops","pen",0.951714277574199,10,2.04810008538249,2.398,0.0662065501728618,0.502197011311849,1.55362777149826,6.31819181253631,5.7825486820316,8.17297426072141,30,4.6895584855179,9.69592303376104,15,4.84213277502304,"2PostTestAvg",16.28,2.84954976337591,"2"
12,2,"loops","touch",0.516761085299434,2.11111111111111,1.84021350382805,2.732,0,0,0,6.67305554572656,6.12145983818055,8.31556393186468,20,4.61030718935736,12.540499197274,22,5.01867610699773,"2PostTestAvg",16.28,2.84954976337591,"2"
12,2,"spiral","pen",1.16432530289063,11.625,2.85980701316911,4.419,0.129864198944743,0.886275990804036,2.25429923572504,6.87014092263617,7.03504411282046,14.3382123338241,46.5,5.61654384954456,14.5253972658673,40,5.60148895376918,"2PostTestAvg",16.28,2.84954976337591,"2"
12,2,"spiral","touch",0.808678271665331,2.38888888888889,2.48920087216009,5.113,0,0,0,7.3557794632596,7.39941682072033,13.3181770127982,28,5.3687180342495,13.4124673673762,22.5,5.37348268803934,"2PostTestAvg",16.28,2.84954976337591,"2"
12,3,"loops","pen",0.429088825295466,1.1,1.84690709009526,2.438,0.078954637280581,0.500750859578451,1.67686616391169,6.52692394039492,5.54896790515306,6.65406387071282,15.5,4.54198589724955,8.82004022778166,14,4.75685185512838,"3PostTestAvg",15.07,2.77695417974942,"3"
12,3,"loops","touch",0.407919060411608,2.5,1.48525366311317,3.006,0,0,0,6.61470346722438,5.68540300597653,5.89861059449941,20,4.35328541475361,8.22372864512247,13.5,4.70722596372958,"3PostTestAvg",15.07,2.77695417974942,"3"
12,3,"spiral","pen",0.923566024555274,3.13636363636364,2.89216426386583,3.152,0.172035624063092,1.07329457600911,2.70040865519527,6.72528203183594,6.70989339411519,14.4011113768909,34.5,5.60393042671581,14.0745294679703,31.5,5.5132178245786,"3PostTestAvg",15.07,2.77695417974942,"3"
12,3,"spiral","touch",0.685620460860382,1.21875,2.30888392052893,3.873,0,0,0,6.94739838256029,6.80967698691519,11.3464523248487,19.5,5.09092008772453,11.2532551715004,20.5,5.30743677964104,"3PostTestAvg",15.07,2.77695417974942,"3"
12,4,"loops","pen",0.483281387542964,1.9375,1.90836303794247,2.591,0.086341048076859,0.493754069010417,1.81813464642054,6.55150779788837,5.38724244449725,6.96620579989974,17,4.577697116744,8.39557561061849,16.5,4.71413515789699,"4PostTestAvg",14.745,2.75652285455299,"4"
12,4,"loops","touch",0.508550116371176,1.94444444444444,1.96097853843538,2.607,0,0,0,6.64905355263256,5.88155654092183,7.85174810169861,17.5,4.53705878684293,10.091127066591,19,4.88064718386426,"4PostTestAvg",14.745,2.75652285455299,"4"
12,4,"spiral","pen",0.907240939590343,2.875,2.90801000239154,3.793,0.120274131002804,0.871570841471354,2.26620626648907,6.91591326001032,6.92680527968407,13.5723212877658,30,5.5986085294639,12.6189253302975,29.5,5.51012465007891,"4PostTestAvg",14.745,2.75652285455299,"4"
12,4,"spiral","touch",0.724800377453207,2.72222222222222,2.49694538137379,4.139,0,0,0,6.86817215365104,6.79394133912614,11.756761553722,27,5.3617125112003,11.0391685840868,23,5.20860209093535,"4PostTestAvg",14.745,2.75652285455299,"4"
13,0,"loops","pen",0.215590364233808,1.875,0.94681967433337,4.731,0.128395355391876,0.780441919962565,2.24615734770505,6.70524135316608,6.25153449991151,2.61869726631941,14.5,3.31430059927424,7.08001369742119,14.5,4.62248152618635,"PretestAvg",17.46,2.91560622907471,"0"
13,0,"loops","touch",0.389991214852113,1.3125,1.37493002852462,13.958,0,0,0,6.68315777018774,6.62005515950609,5.27520501627774,16,3.97057458189591,8.25784916958884,15,4.65520458142151,"PretestAvg",17.46,2.91560622907471,"0"
13,0,"spiral","pen",0.320876247016278,1.5,1.54326536755486,6.803,0.163044092809377,1.15697771708171,2.61697443995689,6.81637142038648,6.67782448092489,4.74214079709045,9.5,4.18335438414051,4.2273397401707,13,4.00313089071465,"PretestAvg",17.46,2.91560622907471,"0"
13,0,"spiral","touch",0.319039688426805,1.125,1.49836136560769,8.253,0,0,0,6.86364741543303,6.74781529804475,5.30124223329776,18,4.30916708509601,4.29295343383436,14,4.02784419732087,"PretestAvg",17.46,2.91560622907471,"0"
13,1,"loops","pen",0.426723008028792,4.2,1.33518549192974,3.573,0.0813491172446506,0.70324821472168,1.6893985697796,6.66280793475768,6.33539049058358,4.57069418103856,21,4.04926706053986,11.8379805621837,25.5,5.28574975118525,"1PostTestAvg",15.885,2.82642565383753,"1"
13,1,"loops","touch",0.263987812180971,0.722222222222222,1.3968189198585,4.014,0,0,0,6.84121788050087,6.55548538206251,4.33676765010393,8.5,3.86803852457533,10.3873546366065,17.5,4.84434413601176,"1PostTestAvg",15.885,2.82642565383753,"1"
13,1,"spiral","pen",0.547513100580627,2.4375,2.08337843631328,5.441,0.141708692095627,1.02478357950846,2.21839819030949,6.93141892272934,6.88477227387987,8.02210639002725,22,4.88431667663217,7.37437574745254,16.5,4.77029545499179,"1PostTestAvg",15.885,2.82642565383753,"1"
13,1,"spiral","touch",0.350920770895945,0.9375,1.62411948972698,7.419,0,0,0,7.20141260269857,7.10662613854856,5.82667519396059,15,4.42027706103233,4.97615847757201,10,4.16273415236414,"1PostTestAvg",15.885,2.82642565383753,"1"
13,2,"loops","pen",0.439370163635939,4.875,1.59606128907678,4.335,0.0745134185279377,0.65987803141276,1.6119635098343,7.15955922316158,6.66216599170693,5.20020492075445,19.5,4.26225333787426,12.8023133897886,23,5.39813106772682,"2PostTestAvg",16.745,2.87610378609846,"2"
13,2,"loops","touch",0.379267469358354,0.911764705882353,1.69016326556771,4.405,0,0,0,7.27549605203291,6.90771578902867,6.26082946021231,15.5,4.47615432849854,14.0048681319934,21.5,5.26970047529681,"2PostTestAvg",16.745,2.87610378609846,"2"
13,2,"spiral","pen",0.480107702290848,1.75,1.9983742797841,7.268,0.19593845893622,1.63396631876628,2.83034088330967,7.41526226092322,7.37218702060486,7.58148956289339,21.5,4.7832279136252,7.17740458816784,15,4.72474604948893,"2PostTestAvg",16.745,2.87610378609846,"2"
13,2,"spiral","touch",0.540327775794252,1.28125,2.06753427006649,6.787,0,0,0,7.3964238217655,7.15476491839408,8.96863060359224,20.5,4.93735722619639,7.11037505052825,13,4.64415640251249,"2PostTestAvg",16.745,2.87610378609846,"2"
13,3,"loops","pen",0.456619609794712,5,1.63834239494308,4.065,0.107508964953031,0.893620936075846,2.01557476110033,7.14867256076275,6.753329234765,5.1458253052634,20,4.10654453120492,13.0574166095004,23.5,5.37025983084435,"3PostTestAvg",16.885,2.88396237271098,"3"
13,3,"loops","touch",0.330799284887119,0.75,1.50331150100043,4.188,0,0,0,7.07365753534597,6.73779122013295,5.41306157058074,12.5,4.24973833331845,12.9836367247866,20.5,5.15513713291554,"3PostTestAvg",16.885,2.88396237271098,"3"
13,3,"spiral","pen",0.532319659545645,1.40909090909091,2.09809164171601,6.031,0.158014454769946,1.14356943766276,2.50501440584151,7.23082316928021,7.20510570917548,8.54872934378399,17.5,4.93786021495717,8.8140578291096,17,4.91563926319662,"3PostTestAvg",16.885,2.88396237271098,"3"
13,3,"spiral","touch",0.490891702924659,1.15625,1.97305037831884,6.387,0,0,0,7.32498836150712,7.16052929546384,8.13592016667334,18.5,4.77992056174999,7.20656100831155,14,4.64065013150595,"3PostTestAvg",16.885,2.88396237271098,"3"
13,4,"loops","pen",0.409880643585908,2.7,1.66027906366195,5.027,0.193377909624363,1.1584779103597,2.82832130015008,6.89094747172087,6.77888661365098,5.09207685693432,21,4.27383989880276,15.5255017831214,36,5.62990802693364,"4PostTestAvg",14.785,2.75906012200995,"4"
13,4,"loops","touch",0.358544870690979,1.0625,1.68792101113742,3.981,0,0,0,6.93807075422367,6.82113353936421,5.70967150325085,12,4.14609679115447,15.7890331225698,26,5.32197554643397,"4PostTestAvg",14.785,2.75906012200995,"4"
13,4,"spiral","pen",0.628190062239401,2.6,2.34887929271266,5.8,0.158782430438617,1.20167452494303,2.56503505336815,7.32001671838418,7.28501570277524,9.51472170367825,22.5,5.13146940510788,9.68538761469602,26.5,5.13201738307056,"4PostTestAvg",14.785,2.75906012200995,"4"
13,4,"spiral","touch",0.570216612650384,1.15625,2.21986654161909,6.504,0,0,0,7.31442548594197,7.38295013657564,9.45029522044897,18.5,5.02937862023572,9.11532270003531,19,5.01714871828738,"4PostTestAvg",14.785,2.75906012200995,"4"
15,0,"loops","pen",0.992945362542735,6.3,2.52516136463357,1.614,0.22744012057058,1.63672180175781,3.04096831099023,6.14511315996545,5.59756428494382,12.317971596104,47.5,5.08662844564581,16.9445769161902,34,5.56537147545508,"PretestAvg",16.25,2.84781214347737,"0"
15,0,"loops","touch",0.959150867343769,5.38888888888889,2.71709884308514,2.224,0,0,0,6.62845022658431,6.08197291168936,14.673367420016,48.5,5.44591937224028,21.6908845389953,31.5,5.64319296072731,"PretestAvg",16.25,2.84781214347737,"0"
15,0,"spiral","pen",1.2988646551511,7.2,3.27113971882346,3.774,0.225035816151085,1.49954058329264,3.07331880278887,7.07993265948952,7.0897790182134,18.6197244348363,40.5,5.90543118260908,20.0487635309274,51.5,6.01712937596434,"PretestAvg",16.25,2.84781214347737,"0"
15,0,"spiral","touch",1.64067706145405,8.0625,3.48520582036469,2.59,0,0,0,6.70411573818076,6.66804443319014,25.2694885265626,64.5,5.96355846798042,24.3099037322852,44,5.9903802447508,"PretestAvg",16.25,2.84781214347737,"0"
15,1,"loops","pen",1.51351175991197,7.3125,3.40075931504828,1.761,0.169339526665406,0.922755686442057,2.7598414353202,6.47012002529158,6.12035671500624,19.7835788524685,58.5,5.58657208082342,28.1046614088147,53.5,5.93517152982105,"1PostTestAvg",17.01,2.89092715918786,"1"
15,1,"loops","touch",1.01739514193975,4.61111111111111,2.85606854236721,2.099,0,0,0,6.58578476555739,6.30836464833609,16.0308031951826,41.5,5.55541311360995,24.8500708482173,35.5,5.6735335470378,"1PostTestAvg",17.01,2.89092715918786,"1"
15,1,"spiral","pen",2.01104604239807,18.3333333333333,3.58633771015809,3.234,0.256892394673377,1.59735552469889,3.23355611436877,6.90436230178853,6.88797284472875,24.4678115119556,70.5,6.17677911572525,21.4858696227814,63,5.98443725734175,"1PostTestAvg",17.01,2.89092715918786,"1"
15,1,"spiral","touch",1.57320290079124,4.61111111111111,3.58504226441364,3.057,0,0,0,6.88303461746659,6.92868098841107,25.5839893581752,53,6.2573475398056,22.9809697562718,43,6.03671148387917,"1PostTestAvg",17.01,2.89092715918786,"1"
15,2,"loops","pen",1.29788445263079,9,2.91143413197715,1.744,0.262644499388257,1.52773653666178,3.29784538990658,6.36208650361647,5.87117113660429,14.2225437575147,45,5.44672469159062,20.8636822778799,33,5.62686663675942,"2PostTestAvg",15.585,2.80849867239902,"2"
15,2,"loops","touch",0.848737841573164,4.8125,2.5853364171767,2.24,0,0,0,6.66365416322091,6.40445872523313,12.4193728602255,38.5,5.20396352233462,21.5741616385875,36,5.9039592724573,"2PostTestAvg",15.585,2.80849867239902,"2"
15,2,"spiral","pen",1.96520178947041,17,3.48936213281376,2.682,0.260702452953189,1.62708752950033,3.27657614367178,6.79370833431249,6.7742765229482,23.1756501614711,68,6.06677811602747,21.2329915126574,42.5,5.93880919676454,"2PostTestAvg",15.585,2.80849867239902,"2"
15,2,"spiral","touch",1.3229675385757,3.25,3.33037620460358,4.313,0,0,0,7.43670384130629,7.24169772271533,21.7402026946313,46,6.09250255055087,19.5953755513972,39.5,5.9538438845652,"2PostTestAvg",15.585,2.80849867239902,"2"
15,3,"loops","pen",1.44665050645825,12,2.87836925567952,1.985,0.106341767928959,0.819592412312826,1.98610229756084,6.41752337577785,6.37978617337972,13.1344433903612,38,5.36979902285448,21.3872844584799,43.5,5.66539515378969,"3PostTestAvg",15.805,2.82167646117707,"3"
15,3,"loops","touch",0.995651265983974,6.4375,2.72917616138036,2.032,0,0,0,6.53585515731488,6.09428348391033,13.4406416911163,51.5,5.18821925087822,20.9096535439892,32,5.49841597222266,"3PostTestAvg",15.805,2.82167646117707,"3"
15,3,"spiral","pen",1.25516382851125,5.3,3.25991761071831,3.332,0.224298088145006,1.41370061238607,3.05529587203989,6.94499997740648,6.89363741636754,18.4144823757527,39,5.81914543676006,16.6713796540533,33,5.78405543968733,"3PostTestAvg",15.805,2.82167646117707,"3"
15,3,"spiral","touch",1.09735146119757,1.9375,3.07352298779158,3.206,0,0,0,6.89505414457227,6.60090929105283,18.1215522393742,32.5,5.80390363542585,14.7016149955956,26.5,5.54147715704752,"3PostTestAvg",15.805,2.82167646117707,"3"
15,4,"loops","pen",1.0109444320143,5.7,2.83246243847403,2.135,0.197179908112979,0.994236246744792,2.93363538941946,6.65548578776396,6.13534101305085,13.3546106407862,34.5,5.41950561220492,20.7956877333498,36.5,5.72034461628291,"4PostTestAvg",15.555,2.80668817099921,"4"
15,4,"loops","touch",1.11377878227011,6.61111111111111,2.7530361438231,2.007,0,0,0,6.57409983752742,6.1784878497693,16.4792693687243,59.5,5.54487944857137,24.8231903065458,42,5.85566753841476,"4PostTestAvg",15.555,2.80668817099921,"4"
15,4,"spiral","pen",1.46810163909781,8.2,3.3904742257894,2.656,0.250919127578938,1.52405255635579,3.18655783115772,6.6312663808207,6.57734761141319,19.545238615834,45.5,5.8078618965764,17.3389980580925,39.5,5.7242239022747,"4PostTestAvg",15.555,2.80668817099921,"4"
15,4,"spiral","touch",1.49150111592845,7.0625,3.45650304718551,3.114,0,0,0,6.89676920987812,6.85682807219752,23.6859037504201,56.5,6.14810671292728,19.626405563409,36,5.87794621145523,"4PostTestAvg",15.555,2.80668817099921,"4"
16,0,"loops","pen",0.517538525948698,3.75,2.00841130671078,3.631,0.180802284193375,0.941560363769531,2.89891012778557,7.09890987040003,6.77081528191192,7.05742729269652,18,4.65353961104892,16.9439647077242,31,5.73213563783061,"PretestAvg",18.895,2.99046844387889,"0"
16,0,"loops","touch",0.618725922678629,3.625,2.07510978898571,3.505,0,0,0,7.0960283994873,6.89234728218564,9.75703091705741,29,4.89826148032075,19.9522577702872,28,5.65313779310918,"PretestAvg",18.895,2.99046844387889,"0"
16,0,"spiral","pen",0.949717764807016,2.75,2.93755474993488,4.122,0.266281447666806,1.23830223083496,3.24710886983444,7.19601337261722,7.20864743460151,14.4901040874751,33,5.64136568968593,13.5132077292007,32,5.57764251069154,"PretestAvg",18.895,2.99046844387889,"0"
16,0,"spiral","touch",0.882169709162691,4.8125,2.68617437214599,5.021,0,0,0,7.21749271469786,7.3670608546945,14.087181829204,38.5,5.56394916784184,15.4609461303138,28,5.62591918724139,"PretestAvg",18.895,2.99046844387889,"0"
